date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
2025-09-22,48.9625,20.029166666666665,239.95833333333331,12.816666666666668,11.241666666666667,47.5,71.91666666666667
2025-09-23,38.5375,18.2,231.54166666666663,12.245833333333332,10.858333333333334,47.583333333333336,62.833333333333336
2025-09-24,50.91666666666666,21.9375,271.0833333333333,14.5125,11.3,42.625,67.83333333333333
2025-09-25,56.81666666666666,25.354166666666668,339.9166666666667,18.2375,14.258333333333333,42.66666666666666,73.70833333333333
2025-09-26,58.4875,29.854166666666668,404.625,23.866666666666664,17.533333333333335,48.16666666666666,85.58333333333333
2025-09-27,35.625,22.2875,323.8333333333333,22.166666666666668,17.2375,53.91666666666666,79.45833333333333
2025-09-28,43.00833333333333,24.854166666666668,271.3333333333333,17.691666666666666,14.641666666666666,59.958333333333336,71.25
2025-09-29,47.025,31.879166666666663,556.2916666666666,25.816666666666663,14.383333333333333,77.70833333333333,88.45833333333333
2025-09-30,42.391666666666666,30.1625,855.75,33.3875,14.595833333333331,66.0,97.20833333333331
2025-10-01,17.516666666666666,16.533333333333335,617.7083333333334,13.691666666666668,9.108333333333333,77.91666666666667,75.0
2025-10-02,15.154166666666669,11.966666666666669,573.4583333333334,11.675,8.1625,67.70833333333333,53.41666666666666
2025-10-03,12.7375,9.3,503.0416666666667,10.9125,7.891666666666667,58.958333333333336,41.66666666666666
2025-10-04,19.7875,13.583333333333334,505.6666666666667,16.216666666666665,10.875,45.25,46.583333333333336
2025-10-05,21.070833333333333,14.5125,322.5416666666667,12.879166666666668,11.0,57.833333333333336,55.16666666666666
2025-10-06,119.35,33.579166666666666,276.5,9.345833333333331,8.854166666666666,78.625,69.04166666666667
2025-10-07,148.92083333333332,36.73333333333333,528.4166666666666,17.283333333333335,14.004166666666668,67.41666666666667,98.625
2025-10-08,119.3625,41.6,613.4166666666666,33.19166666666667,22.320833333333336,56.625,115.91666666666669
2025-10-09,100.59583333333336,40.53333333333333,629.625,30.0125,21.09583333333333,61.458333333333336,115.5
2025-10-10,81.70416666666667,38.85833333333333,582.5,27.383333333333336,19.225,68.375,108.625
2025-10-11,74.15416666666667,41.454166666666666,727.3333333333334,27.45833333333333,19.73333333333333,74.16666666666667,112.20833333333331
2025-10-12,60.275,38.38333333333333,582.9166666666666,24.3,18.883333333333333,86.0,113.79166666666669
2025-10-13,52.0,38.28333333333333,603.5833333333334,22.254166666666663,16.25,88.95833333333333,109.08333333333331
2025-10-14,43.958333333333336,35.1625,526.7916666666666,22.579166666666666,16.2625,90.625,108.45833333333331
2025-10-15,33.61666666666667,29.354166666666668,524.125,21.59166666666667,16.016666666666666,99.33333333333331,99.04166666666669
2025-10-16,32.487500000000004,29.2,637.5,25.17083333333333,18.5375,101.625,97.54166666666669
2025-10-17,38.97916666666666,32.479166666666664,693.5416666666666,30.995833333333334,19.995833333333334,99.45833333333331,103.375
2025-10-18,38.5125,32.4125,739.125,31.21666666666667,21.3375,101.04166666666669,103.83333333333331
2025-10-19,35.05416666666667,27.48333333333333,621.5833333333334,26.75,19.0,92.875,96.66666666666669
2025-10-20,30.433333333333334,24.10833333333333,595.75,28.604166666666668,18.008333333333333,89.66666666666667,86.58333333333333
2025-10-21,40.35,33.78333333333333,886.6666666666666,37.333333333333336,19.933333333333334,77.95833333333333,85.54166666666667
2025-10-22,43.60833333333333,36.17083333333333,702.25,32.325,16.120833333333334,91.83333333333331,108.25
